EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER
Jonathan W. Witter,48575,CAPITAL ONE FINANCIAL CORP,870.769,43,6,4719.958,,30990,45584,2013,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,63,1,17883.28,-2.396,30990,14453,2014,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,974.692,64,4,4883.897,8.404,30990,14456,2014,MALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1116.462,44,3,5579.956,18.519,30990,41392,2014,MALE,COF
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1526.538,49,2,7940.255,-35.9,30990,29008,2014,MALE,COF
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,912.923,57,5,5029.886,,30990,47084,2014,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,64,1,16261.817,-9.067,30990,14453,2015,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,988.5,65,4,4849.678,-0.701,30990,14456,2015,MALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1142.885,45,3,5905.45,5.833,30990,41392,2015,MALE,COF
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1549.462,50,2,8777.322,10.542,30990,29008,2015,MALE,COF
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,934.462,58,5,5042.514,0.251,30990,47084,2015,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,65,1,15167.727,-6.728,30990,14453,2016,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,1016.538,66,4,4723.162,-2.609,30990,14456,2016,MALE,COF
"Ryan M. Schneider, Ph.D.",43921,CAPITAL ONE FINANCIAL CORP,1211.462,46,3,6580.637,11.433,30990,41392,2016,MALE,COF
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1592.692,51,2,8198.593,-6.593,30990,29008,2016,MALE,COF
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,962.654,59,6,4934.907,-2.134,30990,47084,2016,MALE,COF
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,617.769,48,7,3346.839,,30990,50681,2016,MALE,COF
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,974.577,49,5,5027.594,,30990,50682,2016,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,66,1,16171.609,6.619,30990,14453,2017,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,1047.423,67,3,4095.295,-13.293,30990,14456,2017,MALE,COF
Stephen S. Crawford,48574,CAPITAL ONE FINANCIAL CORP,1619.231,52,2,8316.588,1.439,30990,29008,2017,MALE,COF
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,991.654,60,5,5130.455,3.963,30990,47084,2017,MALE,COF
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,826.538,49,6,4261.18,27.32,30990,50681,2017,MALE,COF
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,1009.538,50,4,5464.036,8.681,30990,50682,2017,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,67,1,17328.902,7.156,30990,14453,2018,MALE,COF
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,1078.423,68,2,6318.14,54.278,30990,14456,2018,MALE,COF
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,1021.539,61,4,6246.39,21.751,30990,47084,2018,MALE,COF
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,988.462,50,5,5681.724,33.337,30990,50681,2018,MALE,COF
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,1039.538,51,3,6104.647,11.724,30990,50682,2018,MALE,COF
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0,68,1,7699.764,-55.567,30990,14453,2019,MALE,COF
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,1052.423,62,3,6019.588,-3.631,30990,47084,2019,MALE,COF
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,1044.231,51,4,5521.671,-2.817,30990,50681,2019,MALE,COF
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,1070.423,52,2,5794.024,-5.088,30990,50682,2019,MALE,COF
Michael J. Wassmer,63398,CAPITAL ONE FINANCIAL CORP,993.654,49,5,5618.181,,30990,57948,2019,MALE,COF
"Macon F. Brock, Jr.",15599,DOLLAR TREE INC,200,68,6,240.035,0.164,31587,15863,2010,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,971.154,58,1,5963.64,26.134,31587,19397,2010,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,572.692,53,2,2265.566,24.513,31587,31932,2010,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,493.654,59,3,1933.674,25.249,31587,12014,2010,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,445.192,47,4,1824.227,-11.451,31587,31998,2010,MALE,DLTR
Stephen W. White,38015,DOLLAR TREE INC,341.154,55,,,,31587,36025,2010,MALE,DLTR
James E. Fothergill,44198,DOLLAR TREE INC,339.231,58,5,1200.129,,31587,41642,2010,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1080.769,59,1,6144.416,3.031,31587,19397,2011,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,618.269,54,2,2493.135,10.045,31587,31932,2011,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,534.231,60,3,2106.051,8.914,31587,12014,2011,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,466.154,48,4,1839.312,0.827,31587,31998,2011,MALE,DLTR
Stephen W. White,38015,DOLLAR TREE INC,361.154,56,5,1229.997,,31587,36025,2011,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1301.923,60,1,16889.79,174.88,31587,19397,2012,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,693.654,55,2,2774.369,11.28,31587,31932,2012,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,604.615,61,3,2329.05,10.588,31587,12014,2012,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,514.423,49,4,2058.927,11.94,31587,31998,2012,MALE,DLTR
Stephen W. White,38015,DOLLAR TREE INC,393.269,57,5,1364.246,10.915,31587,36025,2012,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1410.577,61,1,7218.362,-57.262,31587,19397,2013,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,738.846,56,2,3338.35,20.328,31587,31932,2013,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,636.154,62,3,2499.924,7.337,31587,12014,2013,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,545.192,50,4,2241.31,8.858,31587,31998,2013,MALE,DLTR
Michael R. Matacunas,49354,DOLLAR TREE INC,274.038,46,5,1721.428,,31587,46265,2013,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1505.769,62,1,7814.488,8.258,31587,19397,2014,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,830.769,57,2,3669.529,9.92,31587,31932,2014,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,656.154,63,3,2755.49,10.223,31587,12014,2014,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,570.192,51,4,2503.11,11.681,31587,31998,2014,MALE,DLTR
Michael R. Matacunas,49354,DOLLAR TREE INC,483.077,47,5,1800.109,4.571,31587,46265,2014,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1585.577,63,1,9529.709,21.949,31587,19397,2015,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,971.154,58,2,4725.353,28.773,31587,31932,2015,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,692.307,64,3,3125.681,13.435,31587,12014,2015,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,635.577,52,4,2999.914,19.847,31587,31998,2015,MALE,DLTR
Michael R. Matacunas,49354,DOLLAR TREE INC,537.5,48,5,2376.181,32.002,31587,46265,2015,MALE,DLTR
Howard R. Levine,53267,DOLLAR TREE INC,666.388,56,,12504.687,,31587,13992,2015,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1680.769,64,1,4582.138,-51.917,31587,19397,2016,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,1121.154,59,2,9660.905,104.448,31587,31932,2016,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,740.385,65,3,3034.63,-2.913,31587,12014,2016,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,690.385,53,4,2854.98,-4.831,31587,31998,2016,MALE,DLTR
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,61.538,54,5,2562.513,,31587,32776,2016,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1765.385,65,1,18723.206,308.613,31587,19397,2017,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,1290.384,60,2,7734.904,-19.936,31587,31932,2017,MALE,DLTR
Robert H. Rudman,33374,DOLLAR TREE INC,778.846,66,4,3316.477,9.288,31587,12014,2017,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,769.23,54,5,3391.845,18.805,31587,31998,2017,MALE,DLTR
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,1019.23,55,3,8245.786,221.785,31587,32776,2017,MALE,DLTR
Michael A. Witynski,60139,DOLLAR TREE INC,589.423,54,6,2708.72,,31587,55149,2017,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1700,66,1,10988.326,-41.312,31587,19397,2018,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,1400,61,2,9398.842,21.512,31587,31932,2018,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,792.308,55,4,3079.051,-9.222,31587,31998,2018,MALE,DLTR
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,1061.539,56,3,3784.483,-54.104,31587,32776,2018,MALE,DLTR
Michael A. Witynski,60139,DOLLAR TREE INC,684.615,55,5,3068.324,13.276,31587,55149,2018,MALE,DLTR
Bobby L. Sasser,19468,DOLLAR TREE INC,1107.692,67,2,7130.502,-35.108,31587,19397,2019,MALE,DLTR
Gary M. Philbin,33373,DOLLAR TREE INC,1400,62,1,10604.621,12.829,31587,31932,2019,MALE,DLTR
Kevin S. Wampler,38014,DOLLAR TREE INC,800,56,5,3215.133,4.42,31587,31998,2019,MALE,DLTR
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,1050,57,3,3785.334,0.022,31587,32776,2019,MALE,DLTR
Michael A. Witynski,60139,DOLLAR TREE INC,857.692,56,4,3731.687,21.62,31587,55149,2019,MALE,DLTR
"William A. Old, Jr.",64268,DOLLAR TREE INC,700,65,6,2466.751,,31587,58685,2019,MALE,DLTR
R. David Yost,20501,AMERISOURCEBERGEN CORP,1255.514,62,1,6590.937,18.91,31673,20354,2010,MALE,ABC
Michael D. Dicandilo,24914,AMERISOURCEBERGEN CORP,673.077,49,2,3322.586,32.471,31673,24332,2010,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,652.027,49,3,4539.391,94.574,31673,20640,2010,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,330.456,54,4,1445.597,54.189,31673,34825,2010,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,269.36,38,5,1516.336,,31673,40680,2010,MALE,ABC
R. David Yost,20501,AMERISOURCEBERGEN CORP,1032.23,63,1,2994.2,-54.571,31673,20354,2011,MALE,ABC
Michael D. Dicandilo,24914,AMERISOURCEBERGEN CORP,709.424,50,3,2357.481,-29.047,31673,24332,2011,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,834.634,50,2,7009.889,54.424,31673,20640,2011,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,373.653,55,6,1607.036,11.168,31673,34825,2011,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,315,39,,,,31673,40680,2011,MALE,ABC
David W. Neu,44874,AMERISOURCEBERGEN CORP,412.789,54,4,1503.718,,31673,42254,2011,MALE,ABC
Peyton R. Howell,44875,AMERISOURCEBERGEN CORP,391.806,44,5,1477.797,,31673,42255,2011,FEMALE,ABC
Michael D. Dicandilo,24914,AMERISOURCEBERGEN CORP,376.183,51,4,1199.891,-49.103,31673,24332,2012,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1093.462,51,1,7056.622,0.667,31673,20640,2012,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,436.154,56,3,1712.068,6.536,31673,34825,2012,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,375.385,40,5,1542.662,,31673,40680,2012,MALE,ABC
David W. Neu,44874,AMERISOURCEBERGEN CORP,538.462,55,2,1883.503,25.256,31673,42254,2012,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,363.207,53,6,1226.932,,31673,43736,2012,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1155,52,1,12000.206,70.056,31673,20640,2013,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,462,57,4,1815.929,6.066,31673,34825,2013,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,400,41,5,1654.984,7.281,31673,40680,2013,MALE,ABC
David W. Neu,44874,AMERISOURCEBERGEN CORP,600,56,2,2474.556,31.381,31673,42254,2013,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,500,54,3,2183.954,78.001,31673,43736,2013,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1185.962,53,1,9902.985,-17.477,31673,20640,2014,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,584.077,58,4,2440.334,34.385,31673,34825,2014,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,515,42,5,2449.305,47.996,31673,40680,2014,MALE,ABC
David W. Neu,44874,AMERISOURCEBERGEN CORP,626.538,57,3,3163.47,27.84,31673,42254,2014,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,632.692,55,2,3141.067,43.825,31673,43736,2014,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1190,54,1,10800.827,9.066,31673,20640,2015,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,600,59,4,2927.896,19.979,31673,34825,2015,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,574.231,43,5,3151.579,28.672,31673,40680,2015,MALE,ABC
David W. Neu,44874,AMERISOURCEBERGEN CORP,630,58,3,3277.345,3.6,31673,42254,2015,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,676.539,56,2,3845.642,22.431,31673,43736,2015,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1234.231,55,1,9978.176,-7.617,31673,20640,2016,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,621.231,60,3,3190.824,8.98,31673,34825,2016,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,597.692,44,4,3088.339,-2.007,31673,40680,2016,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,706.539,57,2,3368.477,-12.408,31673,43736,2016,MALE,ABC
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,593.077,49,5,2774.729,,31673,50311,2016,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1240,56,1,5707.29,-42.802,31673,20640,2017,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,633,61,3,1184.345,-62.883,31673,34825,2017,MALE,ABC
James D. Frary,43151,AMERISOURCEBERGEN CORP,600,45,5,1343.951,-56.483,31673,40680,2017,MALE,ABC
Peyton R. Howell,44875,AMERISOURCEBERGEN CORP,533.75,50,6,1616.03,,31673,42255,2017,FEMALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,710,58,2,2092.954,-37.866,31673,43736,2017,MALE,ABC
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,618.75,50,4,2375.875,-14.375,31673,50311,2017,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1240,57,1,9114.108,59.692,31673,20640,2018,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,660,62,4,3570.604,201.483,31673,34825,2018,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,710,59,2,3335.7,59.378,31673,43736,2018,MALE,ABC
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,675,51,3,2775.63,16.826,31673,50311,2018,MALE,ABC
"James F. Cleary, Jr.",61313,AMERISOURCEBERGEN CORP,575,55,5,2567.217,,31673,34535,2018,MALE,ABC
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1240,58,1,11309.93,24.093,31673,20640,2019,MALE,ABC
John G. Chou,36638,AMERISOURCEBERGEN CORP,660,63,4,3508.615,-1.736,31673,34825,2019,MALE,ABC
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,710,60,2,1367.549,-59.003,31673,43736,2019,MALE,ABC
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,675,52,3,3537.601,27.452,31673,50311,2019,MALE,ABC
"James F. Cleary, Jr.",61313,AMERISOURCEBERGEN CORP,638.75,56,5,2822.469,9.943,31673,34535,2019,MALE,ABC
Gina K. Clark,63048,AMERISOURCEBERGEN CORP,500,62,6,1976.128,,31673,57640,2019,FEMALE,ABC
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1022.169,55,1,8480.147,11.453,31846,19771,2010,MALE,DRI
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,791.596,55,2,5036.53,7.95,31846,25504,2010,MALE,DRI
David T. Pickens,31418,DARDEN RESTAURANTS INC,533.512,56,3,2489.592,-7.41,31846,30149,2010,MALE,DRI
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,491.231,52,5,2476.018,5.696,31846,32015,2010,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,530.523,49,4,2674.428,12.052,31846,20607,2010,MALE,DRI
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1126.654,56,1,8084.257,-4.668,31846,19771,2011,MALE,DRI
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,819.292,56,2,4680.135,-7.076,31846,25504,2011,MALE,DRI
David T. Pickens,31418,DARDEN RESTAURANTS INC,552.142,57,3,2904.519,16.666,31846,30149,2011,MALE,DRI
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,515.481,53,5,2289.102,-7.549,31846,32015,2011,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,549.054,50,4,2618.339,-2.097,31846,20607,2011,MALE,DRI
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1168.885,57,1,6350.528,-21.446,31846,19771,2012,MALE,DRI
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,844.065,57,2,3669.355,-21.597,31846,25504,2012,MALE,DRI
David T. Pickens,31418,DARDEN RESTAURANTS INC,561.569,58,4,1904.271,-34.438,31846,30149,2012,MALE,DRI
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,530.988,54,5,1978.582,-13.565,31846,32015,2012,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,565.577,51,3,2056.896,-21.443,31846,20607,2012,MALE,DRI
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1204.512,58,1,6980.147,9.914,31846,19771,2013,MALE,DRI
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,429.831,58,6,3606.827,-1.704,31846,25504,2013,MALE,DRI
Kim A. Lopdrup,29641,DARDEN RESTAURANTS INC,591.173,56,3,2426.21,,31846,28537,2013,MALE,DRI
David T. Pickens,31418,DARDEN RESTAURANTS INC,572.427,59,4,1998.095,4.927,31846,30149,2013,MALE,DRI
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,542.842,55,5,2100.914,6.183,31846,32015,2013,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,658.317,52,2,2710.591,31.781,31846,20607,2013,MALE,DRI
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,469.212,59,4,3373.163,-51.675,31846,19771,2014,MALE,DRI
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,568.858,56,2,3970.966,89.011,31846,32015,2014,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,891.462,53,1,4268.915,57.49,31846,20607,2014,MALE,DRI
Robert S. McAdam,51453,DARDEN RESTAURANTS INC,198.5,57,8,2811.901,,31846,48107,2014,MALE,DRI
Teresa Mosley Sebastian,51454,DARDEN RESTAURANTS INC,358.654,57,7,3336.835,,31846,48108,2014,FEMALE,DRI
Valerie I. Insignares,51455,DARDEN RESTAURANTS INC,457.044,47,5,1974.29,,31846,48109,2014,FEMALE,DRI
Harald E. Herrmann,51456,DARDEN RESTAURANTS INC,452.492,49,6,1941.629,,31846,48110,2014,MALE,DRI
David C. George,51457,DARDEN RESTAURANTS INC,558.296,59,3,2386.442,,31846,28198,2014,MALE,DRI
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,90.655,57,8,414.481,-89.562,31846,32015,2015,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,953.75,54,1,4053.851,-5.038,31846,20607,2015,MALE,DRI
Valerie I. Insignares,51455,DARDEN RESTAURANTS INC,69.554,48,9,2985.106,51.199,31846,48109,2015,FEMALE,DRI
Harald E. Herrmann,51456,DARDEN RESTAURANTS INC,458.281,50,5,2077.253,6.985,31846,48110,2015,MALE,DRI
David C. George,51457,DARDEN RESTAURANTS INC,576.539,60,2,2015.529,-15.543,31846,28198,2015,MALE,DRI
Jeffrey A. Davis,53714,DARDEN RESTAURANTS INC,366.154,53,4,3975.252,,31846,50104,2015,MALE,DRI
Ricardo Cardenas,53715,DARDEN RESTAURANTS INC,474.539,48,3,1334.914,,31846,50105,2015,MALE,DRI
Todd A. Burrowes,53716,DARDEN RESTAURANTS INC,442.211,53,6,1431.713,,31846,46450,2015,MALE,DRI
Danielle L. Kirgan,53717,DARDEN RESTAURANTS INC,378.462,40,7,1454.512,,31846,50106,2015,FEMALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,1000,55,1,6202.965,53.014,31846,20607,2016,MALE,DRI
David C. George,51457,DARDEN RESTAURANTS INC,625,61,2,3298.344,63.647,31846,28198,2016,MALE,DRI
Ricardo Cardenas,53715,DARDEN RESTAURANTS INC,560,49,3,2516.809,88.537,31846,50105,2016,MALE,DRI
Todd A. Burrowes,53716,DARDEN RESTAURANTS INC,535.833,54,4,1788.782,24.94,31846,46450,2016,MALE,DRI
Matthew R. Broad,55733,DARDEN RESTAURANTS INC,470.838,57,5,1286.663,,31846,42430,2016,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,1000,56,1,15770.152,154.236,31846,20607,2017,MALE,DRI
David C. George,51457,DARDEN RESTAURANTS INC,695.673,62,2,3528.114,6.966,31846,28198,2017,MALE,DRI
Ricardo Cardenas,53715,DARDEN RESTAURANTS INC,613.75,50,3,2782.397,10.553,31846,50105,2017,MALE,DRI
Todd A. Burrowes,53716,DARDEN RESTAURANTS INC,556.21,55,4,2276.887,27.287,31846,46450,2017,MALE,DRI
Matthew R. Broad,55733,DARDEN RESTAURANTS INC,495.708,58,5,1706.735,32.648,31846,42430,2017,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,1000,57,1,10497.437,-33.435,31846,20607,2018,MALE,DRI
David C. George,51457,DARDEN RESTAURANTS INC,745.673,63,2,3926.455,11.29,31846,28198,2018,MALE,DRI
Ricardo Cardenas,53715,DARDEN RESTAURANTS INC,687.019,51,3,3041.404,9.309,31846,50105,2018,MALE,DRI
Todd A. Burrowes,53716,DARDEN RESTAURANTS INC,601.346,56,4,2800.855,23.012,31846,46450,2018,MALE,DRI
Daniel J. Kiernan,62629,DARDEN RESTAURANTS INC,541.346,58,,2072.987,,31846,57276,2018,MALE,DRI
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,829.76,58,1,7419.806,-29.318,31846,20607,2019,MALE,DRI
David C. George,51457,DARDEN RESTAURANTS INC,733.413,64,2,3063.294,-21.983,31846,28198,2019,MALE,DRI
Ricardo Cardenas,53715,DARDEN RESTAURANTS INC,685.817,52,3,3209.018,5.511,31846,50105,2019,MALE,DRI
Todd A. Burrowes,53716,DARDEN RESTAURANTS INC,604.038,57,4,2719.627,-2.9,31846,46450,2019,MALE,DRI
Daniel J. Kiernan,62629,DARDEN RESTAURANTS INC,601.442,59,5,2165.563,4.466,31846,57276,2019,MALE,DRI
"Peter C. Farrell, A.M., B.E., Ph.D., BE (Hons), Sc",18020,RESMED INC,466.875,68,2,2784.648,-46.14,31887,18079,2010,MALE,RMD
David B. Pendarvis,26455,RESMED INC,405.144,51,3,1854.97,-15.252,31887,25700,2010,MALE,RMD
Kieran T. Gallahue,28174,RESMED INC,736.625,47,1,4829.178,27.094,31887,27254,2010,MALE,RMD
Brett A. Sandercock,35515,RESMED INC,378.025,43,4,1737.174,14.614,31887,33827,2010,MALE,RMD
Robert A. Douglas,35901,RESMED INC,347.524,50,5,1679.745,-36.228,31887,34178,2010,MALE,RMD
"Peter C. Farrell, A.M., B.E., Ph.D., BE (Hons), Sc",18020,RESMED INC,625.188,69,1,3430.908,23.208,31887,18079,2011,MALE,RMD
David B. Pendarvis,26455,RESMED INC,425.401,52,4,2271.343,22.446,31887,25700,2011,MALE,RMD
Kieran T. Gallahue,28174,RESMED INC,462.879,48,2,5308.61,9.928,31887,27254,2011,MALE,RMD
Brett A. Sandercock,35515,RESMED INC,462.045,44,3,2286.988,31.65,31887,33827,2011,MALE,RMD
Robert A. Douglas,35901,RESMED INC,412.137,51,5,2212.065,31.691,31887,34178,2011,MALE,RMD
Stein Jacobsen,44758,RESMED INC,373.983,46,6,2183.163,,31887,42157,2011,MALE,RMD
"Peter C. Farrell, A.M., B.E., Ph.D., BE (Hons), Sc",18020,RESMED INC,880.013,70,1,7578.952,120.902,31887,18079,2012,MALE,RMD
David B. Pendarvis,26455,RESMED INC,445.132,53,4,2257.256,-0.62,31887,25700,2012,MALE,RMD
Brett A. Sandercock,35515,RESMED INC,510.517,45,3,2304.728,0.776,31887,33827,2012,MALE,RMD
Robert A. Douglas,35901,RESMED INC,513.991,52,2,2811.738,27.109,31887,34178,2012,MALE,RMD
Stein Jacobsen,44758,RESMED INC,300.487,47,6,2360.446,8.12,31887,42157,2012,MALE,RMD
Donald S. Darkin,46356,RESMED INC,385,59,5,2064.969,,31887,43596,2012,MALE,RMD
