EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER,stock_price,eps,pe_ratio,roa,roe
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,67.0,1.0,17328.902,7.156,30990,14453,2018,MALE,COF,106.5,11.92,8.93456,0.01615,0.11642
"John Glennon Finneran, Jr.",14067,CAPITAL ONE FINANCIAL CORP,1078.423,68.0,2.0,6318.14,54.278,30990,14456,2018,MALE,COF,106.5,11.92,8.93456,0.01615,0.11642
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,1021.539,61.0,4.0,6246.39,21.751,30990,47084,2018,MALE,COF,106.5,11.92,8.93456,0.01615,0.11642
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,988.462,50.0,5.0,5681.724,33.337,30990,50681,2018,MALE,COF,106.5,11.92,8.93456,0.01615,0.11642
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,1039.538,51.0,3.0,6104.647,11.724,30990,50682,2018,MALE,COF,106.5,11.92,8.93456,0.01615,0.11642
Richard D. Fairbank,14064,CAPITAL ONE FINANCIAL CORP,0.0,68.0,1.0,7699.764,-55.567,30990,14453,2019,MALE,COF,105.7,11.07,9.54833,0.01421,0.0956
Sanjiv Yajnik,50276,CAPITAL ONE FINANCIAL CORP,1052.423,62.0,3.0,6019.588,-3.631,30990,47084,2019,MALE,COF,105.7,11.07,9.54833,0.01421,0.0956
Richard Scott Blackley,54378,CAPITAL ONE FINANCIAL CORP,1044.231,51.0,4.0,5521.671,-2.817,30990,50681,2019,MALE,COF,105.7,11.07,9.54833,0.01421,0.0956
"Frank G. LaPrade, III, J.D.",54379,CAPITAL ONE FINANCIAL CORP,1070.423,52.0,2.0,5794.024,-5.088,30990,50682,2019,MALE,COF,105.7,11.07,9.54833,0.01421,0.0956
Michael J. Wassmer,63398,CAPITAL ONE FINANCIAL CORP,993.654,49.0,5.0,5618.181,,30990,57948,2019,MALE,COF,105.7,11.07,9.54833,0.01421,0.0956
"Macon F. Brock, Jr.",15599,DOLLAR TREE INC,200.0,68.0,6.0,240.035,0.164,31587,15863,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
Bobby L. Sasser,19468,DOLLAR TREE INC,971.154,58.0,1.0,5963.64,26.134,31587,19397,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
Gary M. Philbin,33373,DOLLAR TREE INC,572.692,53.0,2.0,2265.566,24.513,31587,31932,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
Robert H. Rudman,33374,DOLLAR TREE INC,493.654,59.0,3.0,1933.674,25.249,31587,12014,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
Kevin S. Wampler,38014,DOLLAR TREE INC,445.192,47.0,4.0,1824.227,-11.451,31587,31998,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
Stephen W. White,38015,DOLLAR TREE INC,341.154,55.0,,,,31587,36025,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
James E. Fothergill,44198,DOLLAR TREE INC,339.231,58.0,5.0,1200.129,,31587,41642,2010,MALE,DLTR,57.99,3.13,18.52716,0.1669,0.27231
Bobby L. Sasser,19468,DOLLAR TREE INC,1080.769,59.0,1.0,6144.416,3.031,31587,19397,2011,MALE,DLTR,84.51,4.06,20.81527,0.2097,0.36316
Gary M. Philbin,33373,DOLLAR TREE INC,618.269,54.0,2.0,2493.135,10.045,31587,31932,2011,MALE,DLTR,84.51,4.06,20.81527,0.2097,0.36316
Robert H. Rudman,33374,DOLLAR TREE INC,534.231,60.0,3.0,2106.051,8.914,31587,12014,2011,MALE,DLTR,84.51,4.06,20.81527,0.2097,0.36316
Kevin S. Wampler,38014,DOLLAR TREE INC,466.154,48.0,4.0,1839.312,0.827,31587,31998,2011,MALE,DLTR,84.51,4.06,20.81527,0.2097,0.36316
Stephen W. White,38015,DOLLAR TREE INC,361.154,56.0,5.0,1229.997,,31587,36025,2011,MALE,DLTR,84.51,4.06,20.81527,0.2097,0.36316
Bobby L. Sasser,19468,DOLLAR TREE INC,1301.923,60.0,1.0,16889.79,174.88,31587,19397,2012,MALE,DLTR,56.815,2.7,21.04259,0.22504,0.37144
Gary M. Philbin,33373,DOLLAR TREE INC,693.654,55.0,2.0,2774.369,11.28,31587,31932,2012,MALE,DLTR,56.815,2.7,21.04259,0.22504,0.37144
Robert H. Rudman,33374,DOLLAR TREE INC,604.615,61.0,3.0,2329.05,10.588,31587,12014,2012,MALE,DLTR,56.815,2.7,21.04259,0.22504,0.37144
Kevin S. Wampler,38014,DOLLAR TREE INC,514.423,49.0,4.0,2058.927,11.94,31587,31998,2012,MALE,DLTR,56.815,2.7,21.04259,0.22504,0.37144
Stephen W. White,38015,DOLLAR TREE INC,393.269,57.0,5.0,1364.246,10.915,31587,36025,2012,MALE,DLTR,56.815,2.7,21.04259,0.22504,0.37144
Bobby L. Sasser,19468,DOLLAR TREE INC,1410.577,61.0,1.0,7218.362,-57.262,31587,19397,2013,MALE,DLTR,60.19,2.74,21.96715,0.21527,0.5097
Gary M. Philbin,33373,DOLLAR TREE INC,738.846,56.0,2.0,3338.35,20.328,31587,31932,2013,MALE,DLTR,60.19,2.74,21.96715,0.21527,0.5097
Robert H. Rudman,33374,DOLLAR TREE INC,636.154,62.0,3.0,2499.924,7.337,31587,12014,2013,MALE,DLTR,60.19,2.74,21.96715,0.21527,0.5097
Kevin S. Wampler,38014,DOLLAR TREE INC,545.192,50.0,4.0,2241.31,8.858,31587,31998,2013,MALE,DLTR,60.19,2.74,21.96715,0.21527,0.5097
Michael R. Matacunas,49354,DOLLAR TREE INC,274.038,46.0,5.0,1721.428,,31587,46265,2013,MALE,DLTR,60.19,2.74,21.96715,0.21527,0.5097
Bobby L. Sasser,19468,DOLLAR TREE INC,1505.769,62.0,1.0,7814.488,8.258,31587,19397,2014,MALE,DLTR,71.53,2.91,24.58076,0.16798,0.33569
Gary M. Philbin,33373,DOLLAR TREE INC,830.769,57.0,2.0,3669.529,9.92,31587,31932,2014,MALE,DLTR,71.53,2.91,24.58076,0.16798,0.33569
Robert H. Rudman,33374,DOLLAR TREE INC,656.154,63.0,3.0,2755.49,10.223,31587,12014,2014,MALE,DLTR,71.53,2.91,24.58076,0.16798,0.33569
Kevin S. Wampler,38014,DOLLAR TREE INC,570.192,51.0,4.0,2503.11,11.681,31587,31998,2014,MALE,DLTR,71.53,2.91,24.58076,0.16798,0.33569
Michael R. Matacunas,49354,DOLLAR TREE INC,483.077,47.0,5.0,1800.109,4.571,31587,46265,2014,MALE,DLTR,71.53,2.91,24.58076,0.16798,0.33569
Bobby L. Sasser,19468,DOLLAR TREE INC,1585.577,63.0,1.0,9529.709,21.949,31587,19397,2015,MALE,DLTR,84.22,1.27,66.31496,0.01776,0.06408
Gary M. Philbin,33373,DOLLAR TREE INC,971.154,58.0,2.0,4725.353,28.773,31587,31932,2015,MALE,DLTR,84.22,1.27,66.31496,0.01776,0.06408
Robert H. Rudman,33374,DOLLAR TREE INC,692.307,64.0,3.0,3125.681,13.435,31587,12014,2015,MALE,DLTR,84.22,1.27,66.31496,0.01776,0.06408
Kevin S. Wampler,38014,DOLLAR TREE INC,635.577,52.0,4.0,2999.914,19.847,31587,31998,2015,MALE,DLTR,84.22,1.27,66.31496,0.01776,0.06408
Michael R. Matacunas,49354,DOLLAR TREE INC,537.5,48.0,5.0,2376.181,32.002,31587,46265,2015,MALE,DLTR,84.22,1.27,66.31496,0.01776,0.06408
Howard R. Levine,53267,DOLLAR TREE INC,666.388,56.0,,12504.687,,31587,13992,2015,MALE,DLTR,84.22,1.27,66.31496,0.01776,0.06408
Bobby L. Sasser,19468,DOLLAR TREE INC,1680.769,64.0,1.0,4582.138,-51.917,31587,19397,2016,MALE,DLTR,99.93,3.8,26.29737,0.05708,0.16629
Gary M. Philbin,33373,DOLLAR TREE INC,1121.154,59.0,2.0,9660.905,104.448,31587,31932,2016,MALE,DLTR,99.93,3.8,26.29737,0.05708,0.16629
Robert H. Rudman,33374,DOLLAR TREE INC,740.385,65.0,3.0,3034.63,-2.913,31587,12014,2016,MALE,DLTR,99.93,3.8,26.29737,0.05708,0.16629
Kevin S. Wampler,38014,DOLLAR TREE INC,690.385,53.0,4.0,2854.98,-4.831,31587,31998,2016,MALE,DLTR,99.93,3.8,26.29737,0.05708,0.16629
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,61.538,54.0,5.0,2562.513,,31587,32776,2016,MALE,DLTR,99.93,3.8,26.29737,0.05708,0.16629
Bobby L. Sasser,19468,DOLLAR TREE INC,1765.385,65.0,1.0,18723.206,308.613,31587,19397,2017,MALE,DLTR,110.855,7.24,15.31146,0.10496,0.23868
Gary M. Philbin,33373,DOLLAR TREE INC,1290.384,60.0,2.0,7734.904,-19.936,31587,31932,2017,MALE,DLTR,110.855,7.24,15.31146,0.10496,0.23868
Robert H. Rudman,33374,DOLLAR TREE INC,778.846,66.0,4.0,3316.477,9.288,31587,12014,2017,MALE,DLTR,110.855,7.24,15.31146,0.10496,0.23868
Kevin S. Wampler,38014,DOLLAR TREE INC,769.23,54.0,5.0,3391.845,18.805,31587,31998,2017,MALE,DLTR,110.855,7.24,15.31146,0.10496,0.23868
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,1019.23,55.0,3.0,8245.786,221.785,31587,32776,2017,MALE,DLTR,110.855,7.24,15.31146,0.10496,0.23868
Michael A. Witynski,60139,DOLLAR TREE INC,589.423,54.0,6.0,2708.72,,31587,55149,2017,MALE,DLTR,110.855,7.24,15.31146,0.10496,0.23868
Bobby L. Sasser,19468,DOLLAR TREE INC,1700.0,66.0,1.0,10988.326,-41.312,31587,19397,2018,MALE,DLTR,116.65,-6.69,-17.43647,-0.11783,-0.28191
Gary M. Philbin,33373,DOLLAR TREE INC,1400.0,61.0,2.0,9398.842,21.512,31587,31932,2018,MALE,DLTR,116.65,-6.69,-17.43647,-0.11783,-0.28191
Kevin S. Wampler,38014,DOLLAR TREE INC,792.308,55.0,4.0,3079.051,-9.222,31587,31998,2018,MALE,DLTR,116.65,-6.69,-17.43647,-0.11783,-0.28191
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,1061.539,56.0,3.0,3784.483,-54.104,31587,32776,2018,MALE,DLTR,116.65,-6.69,-17.43647,-0.11783,-0.28191
Michael A. Witynski,60139,DOLLAR TREE INC,684.615,55.0,5.0,3068.324,13.276,31587,55149,2018,MALE,DLTR,116.65,-6.69,-17.43647,-0.11783,-0.28191
Bobby L. Sasser,19468,DOLLAR TREE INC,1107.692,67.0,2.0,7130.502,-35.108,31587,19397,2019,MALE,DLTR,119.71,3.49,34.30086,0.04225,0.13222
Gary M. Philbin,33373,DOLLAR TREE INC,1400.0,62.0,1.0,10604.621,12.829,31587,31932,2019,MALE,DLTR,119.71,3.49,34.30086,0.04225,0.13222
Kevin S. Wampler,38014,DOLLAR TREE INC,800.0,56.0,5.0,3215.133,4.42,31587,31998,2019,MALE,DLTR,119.71,3.49,34.30086,0.04225,0.13222
Duncan C. Mac Naughton,55340,DOLLAR TREE INC,1050.0,57.0,3.0,3785.334,0.022,31587,32776,2019,MALE,DLTR,119.71,3.49,34.30086,0.04225,0.13222
Michael A. Witynski,60139,DOLLAR TREE INC,857.692,56.0,4.0,3731.687,21.62,31587,55149,2019,MALE,DLTR,119.71,3.49,34.30086,0.04225,0.13222
"William A. Old, Jr.",64268,DOLLAR TREE INC,700.0,65.0,6.0,2466.751,,31587,58685,2019,MALE,DLTR,119.71,3.49,34.30086,0.04225,0.13222
R. David Yost,20501,AMERISOURCEBERGEN CORP,1255.514,62.0,1.0,6590.937,18.91,31673,20354,2010,MALE,ABC,34.72,2.26,15.36283,0.04411,0.21553
Michael D. Dicandilo,24914,AMERISOURCEBERGEN CORP,673.077,49.0,2.0,3322.586,32.471,31673,24332,2010,MALE,ABC,34.72,2.26,15.36283,0.04411,0.21553
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,652.027,49.0,3.0,4539.391,94.574,31673,20640,2010,MALE,ABC,34.72,2.26,15.36283,0.04411,0.21553
John G. Chou,36638,AMERISOURCEBERGEN CORP,330.456,54.0,4.0,1445.597,54.189,31673,34825,2010,MALE,ABC,34.72,2.26,15.36283,0.04411,0.21553
James D. Frary,43151,AMERISOURCEBERGEN CORP,269.36,38.0,5.0,1516.336,,31673,40680,2010,MALE,ABC,34.72,2.26,15.36283,0.04411,0.21553
R. David Yost,20501,AMERISOURCEBERGEN CORP,1032.23,63.0,1.0,2994.2,-54.571,31673,20354,2011,MALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
Michael D. Dicandilo,24914,AMERISOURCEBERGEN CORP,709.424,50.0,3.0,2357.481,-29.047,31673,24332,2011,MALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,834.634,50.0,2.0,7009.889,54.424,31673,20640,2011,MALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
John G. Chou,36638,AMERISOURCEBERGEN CORP,373.653,55.0,6.0,1607.036,11.168,31673,34825,2011,MALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
James D. Frary,43151,AMERISOURCEBERGEN CORP,315.0,39.0,,,,31673,40680,2011,MALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
David W. Neu,44874,AMERISOURCEBERGEN CORP,412.789,54.0,4.0,1503.718,,31673,42254,2011,MALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
Peyton R. Howell,44875,AMERISOURCEBERGEN CORP,391.806,44.0,5.0,1477.797,,31673,42255,2011,FEMALE,ABC,43.47,2.59,16.78378,0.04716,0.24648
Michael D. Dicandilo,24914,AMERISOURCEBERGEN CORP,376.183,51.0,4.0,1199.891,-49.103,31673,24332,2012,MALE,ABC,44.02,2.8,15.72143,0.04655,0.29266
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1093.462,51.0,1.0,7056.622,0.667,31673,20640,2012,MALE,ABC,44.02,2.8,15.72143,0.04655,0.29266
John G. Chou,36638,AMERISOURCEBERGEN CORP,436.154,56.0,3.0,1712.068,6.536,31673,34825,2012,MALE,ABC,44.02,2.8,15.72143,0.04655,0.29266
James D. Frary,43151,AMERISOURCEBERGEN CORP,375.385,40.0,5.0,1542.662,,31673,40680,2012,MALE,ABC,44.02,2.8,15.72143,0.04655,0.29266
David W. Neu,44874,AMERISOURCEBERGEN CORP,538.462,55.0,2.0,1883.503,25.256,31673,42254,2012,MALE,ABC,44.02,2.8,15.72143,0.04655,0.29266
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,363.207,53.0,6.0,1226.932,,31673,43736,2012,MALE,ABC,44.02,2.8,15.72143,0.04655,0.29266
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1155.0,52.0,1.0,12000.206,70.056,31673,20640,2013,MALE,ABC,71.38,2.14,33.35514,0.02292,0.18696
John G. Chou,36638,AMERISOURCEBERGEN CORP,462.0,57.0,4.0,1815.929,6.066,31673,34825,2013,MALE,ABC,71.38,2.14,33.35514,0.02292,0.18696
James D. Frary,43151,AMERISOURCEBERGEN CORP,400.0,41.0,5.0,1654.984,7.281,31673,40680,2013,MALE,ABC,71.38,2.14,33.35514,0.02292,0.18696
David W. Neu,44874,AMERISOURCEBERGEN CORP,600.0,56.0,2.0,2474.556,31.381,31673,42254,2013,MALE,ABC,71.38,2.14,33.35514,0.02292,0.18696
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,500.0,54.0,3.0,2183.954,78.001,31673,43736,2013,MALE,ABC,71.38,2.14,33.35514,0.02292,0.18696
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1185.962,53.0,1.0,9902.985,-17.477,31673,20640,2014,MALE,ABC,92.84,1.25,74.272,0.01284,0.14129
John G. Chou,36638,AMERISOURCEBERGEN CORP,584.077,58.0,4.0,2440.334,34.385,31673,34825,2014,MALE,ABC,92.84,1.25,74.272,0.01284,0.14129
James D. Frary,43151,AMERISOURCEBERGEN CORP,515.0,42.0,5.0,2449.305,47.996,31673,40680,2014,MALE,ABC,92.84,1.25,74.272,0.01284,0.14129
David W. Neu,44874,AMERISOURCEBERGEN CORP,626.538,57.0,3.0,3163.47,27.84,31673,42254,2014,MALE,ABC,92.84,1.25,74.272,0.01284,0.14129
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,632.692,55.0,2.0,3141.067,43.825,31673,43736,2014,MALE,ABC,92.84,1.25,74.272,0.01284,0.14129
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1190.0,54.0,1.0,10800.827,9.066,31673,20640,2015,MALE,ABC,120.68,-0.62,-194.64516,-0.00486,-0.21292
John G. Chou,36638,AMERISOURCEBERGEN CORP,600.0,59.0,4.0,2927.896,19.979,31673,34825,2015,MALE,ABC,120.68,-0.62,-194.64516,-0.00486,-0.21292
James D. Frary,43151,AMERISOURCEBERGEN CORP,574.231,43.0,5.0,3151.579,28.672,31673,40680,2015,MALE,ABC,120.68,-0.62,-194.64516,-0.00486,-0.21292
David W. Neu,44874,AMERISOURCEBERGEN CORP,630.0,58.0,3.0,3277.345,3.6,31673,42254,2015,MALE,ABC,120.68,-0.62,-194.64516,-0.00486,-0.21292
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,676.539,56.0,2.0,3845.642,22.431,31673,43736,2015,MALE,ABC,120.68,-0.62,-194.64516,-0.00486,-0.21292
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1234.231,55.0,1.0,9978.176,-7.617,31673,20640,2016,MALE,ABC,103.4,6.73,15.36404,0.04243,0.67058
John G. Chou,36638,AMERISOURCEBERGEN CORP,621.231,60.0,3.0,3190.824,8.98,31673,34825,2016,MALE,ABC,103.4,6.73,15.36404,0.04243,0.67058
James D. Frary,43151,AMERISOURCEBERGEN CORP,597.692,44.0,4.0,3088.339,-2.007,31673,40680,2016,MALE,ABC,103.4,6.73,15.36404,0.04243,0.67058
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,706.539,57.0,2.0,3368.477,-12.408,31673,43736,2016,MALE,ABC,103.4,6.73,15.36404,0.04243,0.67058
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,593.077,49.0,5.0,2774.729,,31673,50311,2016,MALE,ABC,103.4,6.73,15.36404,0.04243,0.67058
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1240.0,56.0,1.0,5707.29,-42.802,31673,20640,2017,MALE,ABC,97.85,1.67,58.59281,0.01032,0.17655
John G. Chou,36638,AMERISOURCEBERGEN CORP,633.0,61.0,3.0,1184.345,-62.883,31673,34825,2017,MALE,ABC,97.85,1.67,58.59281,0.01032,0.17655
James D. Frary,43151,AMERISOURCEBERGEN CORP,600.0,45.0,5.0,1343.951,-56.483,31673,40680,2017,MALE,ABC,97.85,1.67,58.59281,0.01032,0.17655
Peyton R. Howell,44875,AMERISOURCEBERGEN CORP,533.75,50.0,6.0,1616.03,,31673,42255,2017,FEMALE,ABC,97.85,1.67,58.59281,0.01032,0.17655
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,710.0,58.0,2.0,2092.954,-37.866,31673,43736,2017,MALE,ABC,97.85,1.67,58.59281,0.01032,0.17655
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,618.75,50.0,4.0,2375.875,-14.375,31673,50311,2017,MALE,ABC,97.85,1.67,58.59281,0.01032,0.17655
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1240.0,57.0,1.0,9114.108,59.692,31673,20640,2018,MALE,ABC,106.27,7.61,13.96452,0.04402,0.56546
John G. Chou,36638,AMERISOURCEBERGEN CORP,660.0,62.0,4.0,3570.604,201.483,31673,34825,2018,MALE,ABC,106.27,7.61,13.96452,0.04402,0.56546
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,710.0,59.0,2.0,3335.7,59.378,31673,43736,2018,MALE,ABC,106.27,7.61,13.96452,0.04402,0.56546
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,675.0,51.0,3.0,2775.63,16.826,31673,50311,2018,MALE,ABC,106.27,7.61,13.96452,0.04402,0.56546
"James F. Cleary, Jr.",61313,AMERISOURCEBERGEN CORP,575.0,55.0,5.0,2567.217,,31673,34535,2018,MALE,ABC,106.27,7.61,13.96452,0.04402,0.56546
Steven H. Collis,24915,AMERISOURCEBERGEN CORP,1240.0,58.0,1.0,11309.93,24.093,31673,20640,2019,MALE,ABC,94.75,4.07,23.2801,0.02184,0.29711
John G. Chou,36638,AMERISOURCEBERGEN CORP,660.0,63.0,4.0,3508.615,-1.736,31673,34825,2019,MALE,ABC,94.75,4.07,23.2801,0.02184,0.29711
Tim G. Guttman,46521,AMERISOURCEBERGEN CORP,710.0,60.0,2.0,1367.549,-59.003,31673,43736,2019,MALE,ABC,94.75,4.07,23.2801,0.02184,0.29711
"Robert P. Mauch, PharmD, Ph.D.",53959,AMERISOURCEBERGEN CORP,675.0,52.0,3.0,3537.601,27.452,31673,50311,2019,MALE,ABC,94.75,4.07,23.2801,0.02184,0.29711
"James F. Cleary, Jr.",61313,AMERISOURCEBERGEN CORP,638.75,56.0,5.0,2822.469,9.943,31673,34535,2019,MALE,ABC,94.75,4.07,23.2801,0.02184,0.29711
Gina K. Clark,63048,AMERISOURCEBERGEN CORP,500.0,62.0,6.0,1976.128,,31673,57640,2019,FEMALE,ABC,94.75,4.07,23.2801,0.02184,0.29711
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1022.169,55.0,1.0,8480.147,11.453,31846,19771,2010,MALE,DRI,50.835,3.5,14.52429,0.08713,0.246
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,791.596,55.0,2.0,5036.53,7.95,31846,25504,2010,MALE,DRI,50.835,3.5,14.52429,0.08713,0.246
David T. Pickens,31418,DARDEN RESTAURANTS INC,533.512,56.0,3.0,2489.592,-7.41,31846,30149,2010,MALE,DRI,50.835,3.5,14.52429,0.08713,0.246
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,491.231,52.0,5.0,2476.018,5.696,31846,32015,2010,MALE,DRI,50.835,3.5,14.52429,0.08713,0.246
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,530.523,49.0,4.0,2674.428,12.052,31846,20607,2010,MALE,DRI,50.835,3.5,14.52429,0.08713,0.246
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1126.654,56.0,1.0,8084.257,-4.668,31846,19771,2011,MALE,DRI,53.81,3.66,14.70219,0.07999,0.25814
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,819.292,56.0,2.0,4680.135,-7.076,31846,25504,2011,MALE,DRI,53.81,3.66,14.70219,0.07999,0.25814
David T. Pickens,31418,DARDEN RESTAURANTS INC,552.142,57.0,3.0,2904.519,16.666,31846,30149,2011,MALE,DRI,53.81,3.66,14.70219,0.07999,0.25814
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,515.481,53.0,5.0,2289.102,-7.549,31846,32015,2011,MALE,DRI,53.81,3.66,14.70219,0.07999,0.25814
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,549.054,50.0,4.0,2618.339,-2.097,31846,20607,2011,MALE,DRI,53.81,3.66,14.70219,0.07999,0.25814
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1168.885,57.0,1.0,6350.528,-21.446,31846,19771,2012,MALE,DRI,57.93,3.2,18.10312,0.05938,0.2
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,844.065,57.0,2.0,3669.355,-21.597,31846,25504,2012,MALE,DRI,57.93,3.2,18.10312,0.05938,0.2
David T. Pickens,31418,DARDEN RESTAURANTS INC,561.569,58.0,4.0,1904.271,-34.438,31846,30149,2012,MALE,DRI,57.93,3.2,18.10312,0.05938,0.2
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,530.988,54.0,5.0,1978.582,-13.565,31846,32015,2012,MALE,DRI,57.93,3.2,18.10312,0.05938,0.2
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,565.577,51.0,3.0,2056.896,-21.443,31846,20607,2012,MALE,DRI,57.93,3.2,18.10312,0.05938,0.2
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,1204.512,58.0,1.0,6980.147,9.914,31846,19771,2013,MALE,DRI,55.25,1.4,39.46429,0.04031,0.13269
Andrew H. Madsen,26236,DARDEN RESTAURANTS INC,429.831,58.0,6.0,3606.827,-1.704,31846,25504,2013,MALE,DRI,55.25,1.4,39.46429,0.04031,0.13269
Kim A. Lopdrup,29641,DARDEN RESTAURANTS INC,591.173,56.0,3.0,2426.21,,31846,28537,2013,MALE,DRI,55.25,1.4,39.46429,0.04031,0.13269
David T. Pickens,31418,DARDEN RESTAURANTS INC,572.427,59.0,4.0,1998.095,4.927,31846,30149,2013,MALE,DRI,55.25,1.4,39.46429,0.04031,0.13269
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,542.842,55.0,5.0,2100.914,6.183,31846,32015,2013,MALE,DRI,55.25,1.4,39.46429,0.04031,0.13269
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,658.317,52.0,2.0,2710.591,31.781,31846,20607,2013,MALE,DRI,55.25,1.4,39.46429,0.04031,0.13269
"Clarence Otis, Jr.",19863,DARDEN RESTAURANTS INC,469.212,59.0,4.0,3373.163,-51.675,31846,19771,2014,MALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,568.858,56.0,2.0,3970.966,89.011,31846,32015,2014,MALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,891.462,53.0,1.0,4268.915,57.49,31846,20607,2014,MALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
Robert S. McAdam,51453,DARDEN RESTAURANTS INC,198.5,57.0,8.0,2811.901,,31846,48107,2014,MALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
Teresa Mosley Sebastian,51454,DARDEN RESTAURANTS INC,358.654,57.0,7.0,3336.835,,31846,48108,2014,FEMALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
Valerie I. Insignares,51455,DARDEN RESTAURANTS INC,457.044,47.0,5.0,1974.29,,31846,48109,2014,FEMALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
Harald E. Herrmann,51456,DARDEN RESTAURANTS INC,452.492,49.0,6.0,1941.629,,31846,48110,2014,MALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
David C. George,51457,DARDEN RESTAURANTS INC,558.296,59.0,3.0,2386.442,,31846,28198,2014,MALE,DRI,59.59,1.54,38.69481,0.11835,0.30405
Carl Bradford Richmond,33465,DARDEN RESTAURANTS INC,90.655,57.0,8.0,414.481,-89.562,31846,32015,2015,MALE,DRI,75.6,2.82,26.80851,0.08183,0.19211
"Eugene I. Lee, Jr.",35637,DARDEN RESTAURANTS INC,953.75,54.0,1.0,4053.851,-5.038,31846,20607,2015,MALE,DRI,75.6,2.82,26.80851,0.08183,0.19211
Valerie I. Insignares,51455,DARDEN RESTAURANTS INC,69.554,48.0,9.0,2985.106,51.199,31846,48109,2015,FEMALE,DRI,75.6,2.82,26.80851,0.08183,0.19211
Harald E. Herrmann,51456,DARDEN RESTAURANTS INC,458.281,50.0,5.0,2077.253,6.985,31846,48110,2015,MALE,DRI,75.6,2.82,26.80851,0.08183,0.19211
